Time,mVResist,mVAmb,deltaTFinal,dc PWM
1374,777,277,50.0,51
1375,778,281,49.7,51
1376,778,279,49.9,51
1377,776,282,49.4,51
1378,777,282,49.5,51
1379,775,273,50.2,51
1380,775,279,49.6,51
1381,776,281,49.5,51
1382,777,277,50.0,51
1383,778,280,49.8,51
1384,782,282,50.0,51
1385,775,277,49.8,51
1386,774,282,49.2,51
1387,774,281,49.3,51
1388,772,280,49.2,51
1389,772,279,49.3,21
1390,774,278,49.6,21
1391,772,281,49.1,21
1392,767,281,48.6,21
1393,765,282,48.3,21
1394,762,278,48.4,21
1395,761,278,48.3,21
1396,758,279,47.9,21
1397,757,280,47.7,21
1398,750,285,46.5,21
1399,748,282,46.6,21
1400,744,281,46.3,21
1401,736,282,45.4,21
1402,736,279,45.7,21
1403,732,277,45.5,21
1404,728,281,44.7,21
1405,723,282,44.1,21
1406,712,279,43.3,21
1407,712,279,43.3,21
1408,711,279,43.2,21
1409,706,281,42.5,21
1410,701,281,42.0,21
1411,698,276,42.2,21
1412,695,278,41.7,21
1413,689,277,41.2,21
1414,688,282,40.6,21
1415,682,282,40.0,21
1416,681,278,40.3,21
1417,675,274,40.1,21
1418,673,281,39.2,21
1419,669,278,39.1,21
1420,663,284,37.9,21
1421,658,279,37.9,21
1422,655,281,37.4,21
1423,650,282,36.8,21
1424,649,281,36.8,21
1425,644,279,36.5,21
1426,642,279,36.3,21
1427,637,281,35.6,21
1428,636,277,35.9,21
1429,632,281,35.1,21
1430,632,283,34.9,21
1431,631,279,35.2,21
1432,622,282,34.0,21
1433,622,277,34.5,21
1434,618,281,33.7,21
1435,619,270,34.9,21
1436,616,281,33.5,21
1437,609,278,33.1,21
1438,609,277,33.2,21
1439,602,283,31.9,21
1440,606,279,32.7,21
1441,606,277,32.9,21
1442,601,282,31.9,21
1443,604,270,33.4,21
1444,603,279,32.4,21
1445,602,281,32.1,51
1446,599,279,32.0,51
1447,601,279,32.2,51
1448,604,280,32.4,51
1449,605,282,32.3,51
1450,604,283,32.1,51
1451,606,282,32.4,51
1452,606,279,32.7,51
1453,610,278,33.2,51
1454,614,280,33.4,51
1455,621,281,34.0,51
1456,622,276,34.6,51
1457,618,278,34.0,51
1458,628,279,34.9,51
1459,631,276,35.5,51
1460,631,278,35.3,51
1461,641,282,35.9,51
1462,643,282,36.1,51
1463,646,282,36.4,51
1464,649,280,36.9,51
1465,647,282,36.5,51
1466,658,279,37.9,51
1467,658,282,37.6,51
1468,660,281,37.9,51
1469,666,282,38.4,51
1470,680,279,40.1,51
1471,672,281,39.1,51
1472,677,281,39.6,51
1473,680,281,39.9,21
1474,683,282,40.1,21
1475,684,279,40.5,21
1476,683,283,40.0,21
1477,684,278,40.6,21
1478,684,283,40.1,21
1479,684,283,40.1,21
1480,684,281,40.3,21
1481,678,279,39.9,21
1482,682,281,40.1,21
1483,679,281,39.8,21
1484,676,279,39.7,21
1485,672,280,39.2,21
1486,671,282,38.9,21
1487,669,277,39.2,21
1488,669,275,39.4,21
1489,666,281,38.5,21
1490,658,280,37.8,21
1491,660,278,38.2,21
1492,658,281,37.7,21
1493,654,273,38.1,21
1494,654,297,35.7,21
1495,648,280,36.8,21
1496,645,278,36.7,21
1497,645,283,36.2,21
1498,640,278,36.2,21
1499,640,280,36.0,21
1500,634,277,35.7,21
1501,634,281,35.3,51
1502,631,279,35.2,51
1503,633,282,35.1,51
1504,632,279,35.3,51
1505,633,282,35.1,51
1506,632,279,35.3,51
1507,633,278,35.5,51
1508,633,282,35.1,51
1509,636,279,35.7,51
1510,637,276,36.1,51
1511,639,282,35.7,51
1512,643,282,36.1,51
1513,646,279,36.7,51
1514,646,280,36.6,51
1515,651,274,37.7,51
1516,652,281,37.1,51
1517,658,278,38.0,51
1518,658,277,38.1,51
1519,663,281,38.2,51
1520,667,279,38.8,51
1521,670,278,39.2,51
1522,670,280,39.0,51
1523,676,280,39.6,51
1524,675,279,39.6,51
1525,691,276,41.5,51
1526,683,280,40.3,51
1527,685,276,40.9,51
1528,685,281,40.4,51
1529,684,277,40.7,51
1530,685,277,40.8,51
1531,690,279,41.1,51
1532,694,281,41.3,51
1533,696,282,41.4,51
1534,696,278,41.8,51
1535,698,284,41.4,51
1536,702,278,42.4,51
1537,703,280,42.3,51
1538,702,283,41.9,51
1539,710,281,42.9,51
1540,710,279,43.1,51
1541,710,282,42.8,51
1542,710,278,43.2,51
1543,711,279,43.2,51
1544,711,276,43.5,51
1545,715,277,43.8,51
1546,714,280,43.4,51
1547,719,281,43.8,51
1548,712,277,43.5,51
1549,723,282,44.1,51
1550,724,278,44.6,51
1551,727,280,44.7,51
1552,731,282,44.9,51
1553,732,279,45.3,51
1554,734,278,45.6,51
1555,735,279,45.6,51
1556,736,275,46.1,51
1557,736,280,45.6,51
1558,736,282,45.4,51
1559,738,275,46.3,51
1560,740,281,45.9,51
1561,741,277,46.4,51
1562,741,282,45.9,51
1563,740,282,45.8,51
1564,744,279,46.5,51
1565,749,279,47.0,51
1566,751,282,46.9,51
1567,748,283,46.5,51
1568,749,282,46.7,51
1569,751,281,47.0,51
1570,752,280,47.2,51
1571,757,281,47.6,51
1572,758,283,47.5,51
1573,759,299,46.0,51
1574,764,278,48.6,51
1575,760,280,48.0,51
1576,758,283,47.5,51
1577,759,279,48.0,51
1578,761,282,47.9,51
1579,765,277,48.8,51
1580,761,282,47.9,51
1581,761,283,47.8,51
1582,761,279,48.2,51
1583,763,285,47.8,51
1584,763,279,48.4,51
1585,760,279,48.1,21
1586,765,282,48.3,21
1587,763,278,48.5,21
1588,764,279,48.5,21
1589,761,282,47.9,21
1590,757,278,47.9,21
1591,757,273,48.4,21
1592,750,279,47.1,21
1593,750,276,47.4,21
1594,748,280,46.8,21
1595,744,279,46.5,21
1596,740,276,46.4,21
1597,733,280,45.3,21
1598,730,280,45.0,21
1599,727,280,44.7,21
1600,721,282,43.9,21
1601,719,281,43.8,21
1602,714,280,43.4,21
1603,710,282,42.8,21
1604,705,282,42.3,21
1605,699,282,41.7,21
1606,698,277,42.1,21
1607,694,281,41.3,21
1608,689,279,41.0,21
1609,685,283,40.2,21
1610,683,276,40.7,21
1611,681,281,40.0,21
1612,673,281,39.2,21
1613,669,278,39.1,21
1614,669,279,39.0,21
1615,665,280,38.5,21
1616,660,278,38.2,21
1617,657,283,37.4,21
1618,655,282,37.3,21
1619,653,283,37.0,21
1620,648,280,36.8,21
1621,645,282,36.3,21
1622,639,281,35.8,21
1623,643,281,36.2,21
1624,636,280,35.6,21
1625,636,278,35.8,21
1626,634,277,35.7,21
1627,632,277,35.5,21
1628,632,282,35.0,21
1629,631,280,35.1,21
1630,624,274,35.0,21
1631,623,278,34.5,21
1632,619,280,33.9,21
1633,619,278,34.1,21
1634,617,279,33.8,21
1635,616,281,33.5,21
1636,618,282,33.6,21
1637,611,281,33.0,21
1638,609,281,32.8,21
1639,608,281,32.7,21
1640,607,282,32.5,21
1641,606,281,32.5,51
1642,606,280,32.6,51
1643,606,276,33.0,51
1644,606,281,32.5,51
1645,606,282,32.4,51
1646,608,271,33.7,51
1647,607,270,33.7,51
1648,611,279,33.2,51
1649,614,292,32.2,51
1650,617,281,33.6,51
1651,621,279,34.2,51
1652,622,276,34.6,51
1653,625,278,34.7,51
1654,630,278,35.2,51
1655,632,281,35.1,51
1656,639,279,36.0,51
1657,641,277,36.4,51
1658,645,282,36.3,51
1659,648,283,36.5,51
1660,654,275,37.9,51
1661,657,281,37.6,51
1662,658,283,37.5,51
1663,663,281,38.2,51
1664,664,266,39.8,51
1665,670,280,39.0,51
1666,672,279,39.3,51
1667,678,282,39.6,51
1668,679,279,40.0,51
1669,683,282,40.1,51
1670,686,279,40.7,51
1671,685,281,40.4,51
1672,693,276,41.7,51
1673,697,281,41.6,51
1674,693,282,41.1,51
1675,698,278,42.0,51
1676,702,281,42.1,51
1677,702,282,42.0,51
1678,710,283,42.7,51
1679,710,276,43.4,51
1680,711,280,43.1,51
1681,715,279,43.6,51
1682,719,277,44.2,51
1683,722,282,44.0,51
1684,722,279,44.3,51
1685,725,280,44.5,51
1686,727,282,44.5,51
1687,730,274,45.6,51
1688,731,283,44.8,51
1689,736,279,45.7,51
1690,735,282,45.3,51
1691,734,282,45.2,51
1692,736,278,45.8,51
1693,738,277,46.1,51
1694,736,282,45.4,51
1695,738,284,45.4,51
1696,743,279,46.4,51
1697,744,281,46.3,21
1698,744,282,46.2,21
1699,745,276,46.9,21
1700,748,279,46.9,21
1701,740,278,46.2,21
1702,736,283,45.3,21
1703,737,283,45.4,21
1704,736,282,45.4,21
1705,732,282,45.0,21
1706,727,278,44.9,21
1707,727,283,44.4,21
1708,723,281,44.2,21
1709,714,278,43.6,21
1710,713,281,43.2,21
1711,710,279,43.1,21
1712,710,277,43.3,21
1713,706,282,42.4,21
1714,707,279,42.8,21
1715,697,281,41.6,21
1716,697,279,41.8,21
1717,689,280,40.9,21
1718,685,265,42.0,21
1719,684,279,40.5,21
1720,680,283,39.7,21
1721,675,278,39.7,21
1722,671,277,39.4,21
1723,669,281,38.8,21
1724,663,282,38.1,21
1725,658,280,37.8,51
1726,658,277,38.1,51
1727,658,279,37.9,51
1728,657,283,37.4,51
1729,661,277,38.4,51
1730,658,279,37.9,51
1731,657,282,37.5,51
1732,658,281,37.7,51
1733,658,281,37.7,51
1734,660,281,37.9,51
1735,660,280,38.0,51
1736,661,281,38.0,51
1737,664,282,38.2,51
1738,670,276,39.4,51
1739,669,276,39.3,51
1740,669,277,39.2,51
1741,673,276,39.7,51
1742,679,280,39.9,51
1743,682,281,40.1,51
1744,682,278,40.4,51
1745,684,280,40.4,51
1746,687,278,40.9,51
1747,688,277,41.1,51
1748,696,279,41.7,51
1749,696,288,40.8,51
1750,698,279,41.9,51
1751,698,279,41.9,51
1752,704,282,42.2,51
1753,706,280,42.6,21
1754,707,280,42.7,21
1755,710,280,43.0,21
1756,708,277,43.1,21
1757,709,286,42.3,21
1758,708,278,43.0,21
1759,706,268,43.8,21
1760,704,279,42.5,21
1761,708,283,42.5,21
1762,699,279,42.0,21
1763,698,278,42.0,21
1764,695,282,41.3,21
1765,686,282,40.4,21
1766,692,276,41.6,21
1767,688,282,40.6,21
1768,684,282,40.2,21
1769,681,277,40.4,21
1770,679,273,40.6,21
1771,672,282,39.0,21
1772,671,281,39.0,21
1773,666,270,39.6,21
1774,665,278,38.7,21
1775,665,280,38.5,21
1776,659,278,38.1,21
1777,658,274,38.4,21
1778,651,277,37.4,21
1779,653,282,37.1,21
1780,648,276,37.2,21
1781,646,279,36.7,21
1782,645,277,36.8,21
1783,641,280,36.1,21
1784,642,281,36.1,21
1785,635,278,35.7,21
1786,634,272,36.2,21
1787,632,282,35.0,21
1788,630,278,35.2,21
1789,631,280,35.1,21
1790,627,283,34.4,21
1791,625,281,34.4,21
1792,625,281,34.4,21
1793,622,283,33.9,21
1794,620,278,34.2,21
1795,615,282,33.3,21
1796,614,279,33.5,21
1797,614,278,33.6,21
1798,611,279,33.2,21
1799,606,278,32.8,21
1800,606,284,32.2,21
1801,605,284,32.1,21
1802,606,280,32.6,21
1803,599,273,32.6,21
1804,601,279,32.2,21
1805,599,279,32.0,21
1806,599,282,31.7,21
1807,598,287,31.1,21
1808,595,281,31.4,21
1809,593,281,31.2,21
1810,593,279,31.4,21
1811,593,281,31.2,21
1812,580,278,30.2,21
1813,591,281,31.0,21
1814,591,276,31.5,21
1815,589,279,31.0,21
1816,586,280,30.6,21
1817,585,280,30.5,21
1818,584,279,30.5,21
1819,582,279,30.3,21
1820,582,279,30.3,21
1821,585,280,30.5,21
1822,580,280,30.0,21
1823,580,270,31.0,21
1824,580,281,29.9,21
1825,580,281,29.9,21
1826,580,279,30.1,21
1827,579,279,30.0,21
1828,579,282,29.7,21
1829,579,279,30.0,21
1830,580,279,30.1,21
1831,576,280,29.6,21
1832,576,279,29.7,21
1833,576,277,29.9,21
1834,576,282,29.4,21
1835,574,281,29.3,21
1836,578,279,29.9,21
1837,576,279,29.7,51
1838,576,280,29.6,51
1839,576,281,29.5,51
1840,576,277,29.9,51
1841,579,279,30.0,51
1842,579,281,29.8,51
1843,583,279,30.4,51
1844,586,279,30.7,51
1845,591,283,30.8,51
1846,593,279,31.4,51
1847,598,278,32.0,51
1848,598,277,32.1,51
1849,606,275,33.1,51
1850,606,278,32.8,51
1851,610,279,33.1,51
1852,614,274,34.0,51
1853,619,278,34.1,51
1854,623,278,34.5,51
1855,630,278,35.2,51
1856,632,284,34.8,51
1857,637,279,35.8,51
1858,641,282,35.9,51
1859,646,279,36.7,51
1860,646,283,36.3,51
1861,654,278,37.6,51
1862,656,283,37.3,51
1863,660,280,38.0,51
1864,665,282,38.3,51
1865,677,281,39.6,21
1866,667,278,38.9,21
1867,672,280,39.2,21
1868,673,283,39.0,21
1869,673,283,39.0,21
1870,672,282,39.0,21
1871,673,280,39.3,21
1872,671,276,39.5,21
1873,671,279,39.2,21
1874,670,283,38.7,21
1875,667,282,38.5,21
1876,665,272,39.3,21
1877,662,281,38.1,21
1878,660,276,38.4,21
1879,660,278,38.2,21
1880,657,278,37.9,21
1881,656,281,37.5,21
1882,654,273,38.1,21
1883,649,279,37.0,21
1884,649,279,37.0,21
1885,645,277,36.8,21
1886,644,282,36.2,21
1887,643,277,36.6,21
1888,635,275,36.0,21
1889,637,281,35.6,21
1890,634,288,34.6,21
1891,632,282,35.0,21
1892,631,278,35.3,21
1893,627,280,34.7,51
1894,630,279,35.1,51
1895,625,281,34.4,51
1896,624,279,34.5,51
1897,624,277,34.7,51
1898,618,282,33.6,51
1899,627,278,34.9,51
1900,625,279,34.6,51
1901,631,282,34.9,51
1902,632,278,35.4,51
1903,632,278,35.4,51
1904,635,280,35.5,51
1905,640,279,36.1,51
1906,643,276,36.7,51
1907,646,280,36.6,51
1908,649,280,36.9,51
1909,652,278,37.4,51
1910,652,279,37.3,51
1911,654,276,37.8,51
1912,661,282,37.9,51
1913,658,279,37.9,51
1914,671,274,39.7,51
1915,672,282,39.0,51
1916,676,282,39.4,51
1917,679,278,40.1,51
1918,682,279,40.3,51
1919,684,283,40.1,51
1920,684,278,40.6,51
1921,688,282,40.6,51
1922,701,279,42.2,51
1923,694,283,41.1,51
1924,698,281,41.7,51
1925,700,282,41.8,51
1926,704,282,42.2,51
1927,704,281,42.3,51
1928,709,280,42.9,51
1929,710,278,43.2,51
1930,710,279,43.1,51
1931,715,282,43.3,51
1932,714,280,43.4,51
1933,714,277,43.7,51
1934,720,281,43.9,51
1935,720,281,43.9,51
1936,719,278,44.1,51
1937,721,275,44.6,51
1938,723,281,44.2,51
1939,727,272,45.5,51
1940,728,280,44.8,51
1941,727,279,44.8,51
1942,732,278,45.4,51
1943,732,283,44.9,51
1944,736,280,45.6,51
1945,736,281,45.5,51
1946,736,289,44.7,51
1947,738,280,45.8,51
1948,740,277,46.3,51
1949,740,280,46.0,21
1950,738,294,44.4,21
1951,743,281,46.2,21
1952,736,279,45.7,21
1953,737,282,45.5,21
1954,737,280,45.7,21
1955,736,282,45.4,21
1956,733,279,45.4,21
1957,729,282,44.7,21
1958,725,279,44.6,21
1959,727,283,44.4,21
1960,722,281,44.1,21
1961,712,277,43.5,21
1962,711,277,43.4,21
1963,709,279,43.0,21
1964,705,286,41.9,21
1965,700,279,42.1,21
1966,698,280,41.8,21
1967,696,282,41.4,21
1968,692,279,41.3,21
1969,686,280,40.6,21
1970,684,280,40.4,21
1971,682,280,40.2,21
1972,679,280,39.9,21
1973,673,282,39.1,21
1974,671,281,39.0,21
1975,667,282,38.5,21
1976,663,278,38.5,21
1977,658,284,37.4,51
1978,656,278,37.8,51
1979,648,281,36.7,51
1980,656,282,37.4,51
1981,668,278,39.0,51
1982,654,278,37.6,51
1983,653,282,37.1,51
1984,649,278,37.1,51
1985,656,281,37.5,51
1986,654,281,37.3,51
1987,658,274,38.4,51
1988,658,284,37.4,51
1989,663,278,38.5,51
1990,673,279,39.4,51
1991,666,278,38.8,51
1992,671,280,39.1,51
1993,672,284,38.8,51
1994,675,281,39.4,51
1995,670,278,39.2,51
1996,677,281,39.6,51
1997,684,277,40.7,51
1998,684,278,40.6,51
1999,684,279,40.5,51
2000,690,281,40.9,51
2001,694,271,42.3,51
2002,694,280,41.4,51
2003,697,277,42.0,51
2004,699,281,41.8,51
2005,702,277,42.5,21
2006,706,278,42.8,21
2007,706,280,42.6,21
2008,706,278,42.8,21
2009,702,277,42.5,21
2010,704,279,42.5,21
2011,702,276,42.6,21
2012,699,278,42.1,21
2013,700,281,41.9,21
2014,695,282,41.3,21
2015,697,276,42.1,21
2016,693,282,41.1,21
2017,686,282,40.4,21
2018,685,278,40.7,21
2019,684,275,40.9,21
2020,681,280,40.1,21
2021,673,277,39.6,21
2022,674,274,40.0,21
2023,663,277,38.6,21
2024,666,279,38.7,21
2025,665,286,37.9,21
2026,661,278,38.3,21
2027,658,279,37.9,21
2028,656,272,38.4,21
2029,656,278,37.8,21
2030,646,283,36.3,21
2031,645,277,36.8,21
2032,645,279,36.6,21
2033,643,277,36.6,21
2034,638,279,35.9,21
2035,637,282,35.5,21
2036,633,281,35.2,21
2037,632,282,35.0,21
2038,631,278,35.3,21
2039,632,282,35.0,21
2040,625,282,34.3,21
2041,624,275,34.9,21
2042,620,281,33.9,21
2043,618,277,34.1,21
2044,617,279,33.8,21
2045,614,281,33.3,21
2046,606,282,32.4,21
2047,608,279,32.9,21
2048,606,282,32.4,21
2049,601,279,32.2,21
2050,605,279,32.6,21
2051,606,272,33.4,21
2052,602,277,32.5,21
2053,602,278,32.4,21
2054,599,278,32.1,21
2055,601,280,32.1,21
2056,599,281,31.8,21
2057,594,281,31.3,21
2058,596,282,31.4,21
2059,593,279,31.4,21
2060,593,284,30.9,21
2061,593,281,31.2,51
2062,591,276,31.5,51
2063,593,279,31.4,51
2064,593,270,32.3,51
2065,594,277,31.7,51
2066,597,278,31.9,51
2067,605,286,31.9,51
2068,605,282,32.3,51
2069,604,282,32.2,51
2070,606,269,33.7,51
2071,608,278,33.0,51
2072,606,279,32.7,51
2073,618,279,33.9,51
2074,620,282,33.8,51
2075,630,278,35.2,51
2076,631,279,35.2,51
2077,633,282,35.1,51
2078,634,282,35.2,51
2079,641,280,36.1,51
2080,645,278,36.7,51
2081,651,279,37.2,51
2082,649,283,36.6,51
2083,658,278,38.0,51
2084,660,278,38.2,51
2085,660,277,38.3,51
2086,664,279,38.5,51
2087,668,278,39.0,51
2088,681,276,40.5,51
2089,677,282,39.5,21
2090,680,279,40.1,21
2091,683,282,40.1,21
2092,683,279,40.4,21
2093,683,279,40.4,21
2094,681,278,40.3,21
2095,684,282,40.2,21
2096,681,280,40.1,21
2097,670,281,38.9,21
2098,678,280,39.8,21
2099,674,280,39.4,21
2100,673,279,39.4,21
2101,670,280,39.0,21
2102,670,277,39.3,21
2103,669,277,39.2,21
2104,666,282,38.4,21
2105,660,278,38.2,21
2106,658,275,38.3,21
2107,658,282,37.6,21
2108,655,277,37.8,21
2109,652,278,37.4,21
2110,649,278,37.1,21
2111,648,279,36.9,21
2112,645,277,36.8,21
2113,643,282,36.1,21
2114,639,281,35.8,21
2115,635,277,35.8,21
2116,632,283,34.9,21
2117,627,278,34.9,51
2118,630,282,34.8,51
2119,631,281,35.0,51
2120,628,282,34.6,51
2121,631,281,35.0,51
2122,632,274,35.8,51
2123,631,281,35.0,51
2124,633,283,35.0,51
2125,632,282,35.0,51
2126,637,282,35.5,51
2127,638,282,35.6,51
2128,640,283,35.7,51
2129,645,282,36.3,51
2130,647,278,36.9,51
2131,649,281,36.8,51
2132,654,282,37.2,51
2133,656,281,37.5,51
2134,658,279,37.9,51
2135,659,285,37.4,51
2136,663,281,38.2,51
2137,662,282,38.0,51
2138,672,282,39.0,51
2139,669,278,39.1,51
2140,676,279,39.7,51
2141,681,279,40.2,51
2142,680,281,39.9,51
2143,683,280,40.3,51
2144,685,279,40.6,51
2145,689,269,42.0,51
2146,689,283,40.6,51
2147,694,278,41.6,51
2148,698,279,41.9,51
2149,699,279,42.0,51
2150,703,281,42.2,51
2151,705,277,42.8,51
2152,710,282,42.8,51
2153,710,273,43.7,51
2154,711,277,43.4,51
2155,712,284,42.8,51
2156,712,281,43.1,51
2157,715,280,43.5,51
2158,719,278,44.1,51
2159,721,278,44.3,51
2160,723,280,44.3,51
2161,724,282,44.2,51
2162,727,279,44.8,51
2163,730,282,44.8,51
2164,729,282,44.7,51
2165,728,277,45.1,51
2166,735,278,45.7,51
2167,736,282,45.4,51
2168,745,267,47.8,51
2169,740,279,46.1,51
2170,738,278,46.0,51
2171,740,278,46.2,51
2172,741,285,45.6,51
2173,741,277,46.4,51
2174,740,282,45.8,51
2175,746,279,46.7,51
2176,747,282,46.5,51
2177,747,278,46.9,51
2178,744,276,46.8,51
2179,749,278,47.1,51
2180,750,283,46.7,51
2181,753,280,47.3,51
2182,753,287,46.6,51
2183,751,277,47.4,51
2184,753,279,47.4,51
2185,753,278,47.5,51
2186,757,279,47.8,51
2187,759,279,48.0,51
2188,759,278,48.1,51
2189,757,283,47.4,51
2190,760,276,48.4,51
2191,758,278,48.0,51
2192,761,282,47.9,51
2193,761,276,48.5,51
2194,761,281,48.0,51
2195,759,273,48.6,51
2196,761,274,48.7,51
2197,761,283,47.8,51
2198,763,281,48.2,51
2199,762,283,47.9,51
2200,761,282,47.9,51
2201,761,281,48.0,21
2202,761,279,48.2,21
2203,762,279,48.3,21
2204,761,284,47.7,21
2205,757,279,47.8,21
2206,756,278,47.8,21
2207,750,280,47.0,21
2208,748,282,46.6,21
2209,747,279,46.8,21
2210,740,279,46.1,21
2211,736,282,45.4,21
2212,735,280,45.5,21
2213,733,279,45.4,21
2214,728,280,44.8,21
2215,721,283,43.8,21
2216,718,282,43.6,21
2217,711,282,42.9,21
2218,710,282,42.8,21
2219,705,281,42.4,21
2220,700,279,42.1,21
2221,697,277,42.0,21
2222,695,279,41.6,21
2223,687,282,40.5,21
2224,684,280,40.4,21
2225,682,282,40.0,21
2226,677,277,40.0,21
2227,672,279,39.3,21
2228,669,281,38.8,21
2229,664,281,38.3,51
2230,664,275,38.9,51
2231,663,281,38.2,51
2232,658,281,37.7,51
2233,658,281,37.7,51
2234,658,281,37.7,51
2235,658,279,37.9,51
2236,658,281,37.7,51
2237,658,280,37.8,51
2238,661,282,37.9,51
2239,666,282,38.4,51
2240,654,279,37.5,51
2241,667,282,38.5,51
2242,672,279,39.3,51
2243,672,280,39.2,51
2244,673,280,39.3,51
2245,677,282,39.5,51
2246,680,276,40.4,51
2247,682,277,40.5,51
2248,685,278,40.7,51
2249,686,277,40.9,51
2250,689,281,40.8,51
2251,698,279,41.9,51
2252,696,280,41.6,51
2253,697,279,41.8,51
2254,702,282,42.0,51
2255,698,279,41.9,51
2256,707,270,43.7,51
2257,710,282,42.8,51
2258,704,280,42.4,51
2259,712,279,43.3,51
2260,712,281,43.1,51
2261,715,282,43.3,51
2262,719,283,43.6,51
2263,721,270,45.1,51
2264,722,276,44.6,51
2265,735,278,45.7,51
2266,730,278,45.2,51
2267,731,270,46.1,51
2268,733,284,44.9,51
2269,733,273,46.0,51
2270,736,280,45.6,51
2271,736,275,46.1,51
2272,736,280,45.6,51
2273,740,279,46.1,51
2274,738,277,46.1,51
2275,736,275,46.1,51
2276,741,279,46.2,51
2277,741,281,46.0,51
2278,745,281,46.4,51
2279,747,278,46.9,51
2280,749,277,47.2,51
2281,749,275,47.4,51
2282,749,278,47.1,51
2283,751,279,47.2,51
2284,750,279,47.1,51
2285,751,276,47.5,51
2286,752,278,47.4,51
2287,751,279,47.2,51
2288,756,279,47.7,51
2289,757,281,47.6,51
2290,759,278,48.1,51
2291,754,278,47.6,51
2292,758,280,47.8,51
2293,761,287,47.4,51
2294,773,282,49.1,51
2295,760,279,48.1,51
2296,756,275,48.1,51
2297,761,278,48.3,51
2298,761,280,48.1,51
2299,761,281,48.0,51
2300,761,279,48.2,51
2301,761,292,46.9,51
2302,763,283,48.0,51
2303,761,279,48.2,51
2304,761,275,48.6,51
2305,764,282,48.2,51
2306,764,278,48.6,51
2307,765,282,48.3,51
2308,769,280,48.9,51
2309,766,280,48.6,51
2310,770,278,49.2,51
2311,764,280,48.4,51
2312,770,274,49.6,51
2313,762,279,48.3,21
2314,767,277,49.0,21
2315,764,279,48.5,21
2316,762,275,48.7,21
2317,762,278,48.4,21
2318,761,282,47.9,21
2319,758,279,47.9,21
2320,757,282,47.5,21
2321,751,276,47.5,21
2322,749,275,47.4,21
2323,746,282,46.4,21
2324,743,279,46.4,21
2325,736,276,46.0,21
2326,735,277,45.8,21
2327,723,280,44.3,21
2328,724,280,44.4,21
2329,719,278,44.1,21
2330,714,280,43.4,21
2331,710,277,43.3,21
2332,709,280,42.9,21
2333,706,272,43.4,21
2334,700,282,41.8,21
2335,696,280,41.6,21
2336,692,282,41.0,21
2337,685,274,41.1,21
2338,684,282,40.2,21
2339,683,278,40.5,21
2340,679,279,40.0,21
2341,673,277,39.6,51
2342,670,281,38.9,51
2343,665,282,38.3,51
2344,669,282,38.7,51
2345,664,281,38.3,51
2346,661,282,37.9,51
2347,666,278,38.8,51
2348,669,280,38.9,51
2349,667,279,38.8,51
2350,666,282,38.4,51
2351,672,280,39.2,51
2352,670,282,38.8,51
2353,673,279,39.4,51
2354,677,277,40.0,51
2355,677,281,39.6,51
2356,680,277,40.3,51
2357,683,276,40.7,51
2358,686,279,40.7,51
2359,685,281,40.4,51
2360,691,278,41.3,51
2361,692,283,40.9,51
2362,690,277,41.3,51
2363,697,279,41.8,51
2364,698,284,41.4,51
2365,698,281,41.7,51
2366,701,279,42.2,51
2367,699,282,41.7,51
2368,706,279,42.7,51
2369,710,276,43.4,21
2370,709,281,42.8,21
2371,709,281,42.8,21
2372,710,281,42.9,21
2373,710,281,42.9,21
2374,708,282,42.6,21
2375,708,281,42.7,21
2376,710,280,43.0,21
2377,706,279,42.7,21
2378,700,283,41.7,21
2379,698,278,42.0,21
2380,697,276,42.1,21
2381,693,282,41.1,21
2382,690,274,41.6,21
2383,685,279,40.6,21
2384,684,277,40.7,21
2385,684,288,39.6,21
2386,679,282,39.7,21
2387,673,278,39.5,21
2388,673,277,39.6,21
2389,669,280,38.9,21
2390,665,279,38.6,21
2391,663,280,38.3,21
2392,660,292,36.8,21
2393,658,282,37.6,21
2394,657,276,38.1,21
2395,652,279,37.3,21
2396,650,282,36.8,21
2397,649,281,36.8,21
2398,651,283,36.8,21
2399,645,270,37.5,21
2400,642,288,35.4,21
2401,638,279,35.9,21
2402,635,282,35.3,21
2403,633,281,35.2,21
2404,631,279,35.2,21
2405,631,285,34.6,21
2406,628,278,35.0,21
2407,628,280,34.8,21
2408,624,283,34.1,21
2409,622,276,34.6,21
2410,619,279,34.0,21
2411,615,281,33.4,21
2412,618,279,33.9,21
2413,614,279,33.5,21
2414,612,281,33.1,21
2415,607,279,32.8,21
2416,610,282,32.8,21
2417,608,290,31.8,21
2418,606,279,32.7,21
